language,Part of speech,word,translation,word_type,gender,article,display_word,example_sentence_original,example_sentence_translation,exam_board_code,theme_name,theme_name.1,tier,is_required
es,n (m),el caballo,horse,,,el,el caballo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el consejo,(piece of) advice,,,el,el consejo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,probar,"(to) taste, try | tasting, trying",,,,probar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la costumbre,"custom, habit, tradition",,,la,la costumbre,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,optimista,optimistic,,,,optimista,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,beber,(to) drink | drinking,,,,beber,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,enfermo,"ill, sick",,,,enfermo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,muerto,dead,,,,muerto,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m/f),paciente,patient,,,,paciente,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el ejercicio,exercise,,,el,el ejercicio,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el régimen,diet,,,el,el régimen,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el peligro,danger,,,el,el peligro,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la opción,"option, choice",,,la,la opción,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la hambre,hunger,,,la,la hambre,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,activo,active,,,,activo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,bailar,(to) dance I dancing,,,,bailar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la juventud,youth,,,la,la juventud,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el pan,bread,,,el,el pan,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el vino,wine,,,el,el vino,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el diente,tooth,,,el,el diente,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la leche,milk,,,la,la leche,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,montar,"(to) ride, set up I riding, setting up",,,,montar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el fútbol,football,,,el,el fútbol,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la medicina,medicine,,,la,la medicina,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el deporte,sport,,,el,el deporte,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la copa,"cup, glass",,,la,la copa,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,peligroso,dangerous,,,,peligroso,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la droga,drug,,,la,la droga,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el vaso,(drinking) glass,,,el,el vaso,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,doler,"(to) hurt, be painful I hurting, being painful",,,,doler,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el accidente,accident,,,el,el accidente,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,lavar; lavarse,(to) wash I washing; (to) have a wash | having a wash,,,,lavar; lavarse,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,descansar,"(to) rest, relax I resting, relaxing",,,,descansar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,respirar,(to) breathe I breathing,,,,respirar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,cansado,"tired, tiring",,,,cansado,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el cuidado,"care, carefulness",,,el,el cuidado,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,dulce,sweet,,,,dulce,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la botella,bottle,,,la,la botella,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,fumar,(to) smoke I smoking,,,,fumar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la fruta,fruit,,,la,la fruta,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,débil,weak,,,,débil,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,sano,"healthy, wholesome",,,,sano,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el huevo,egg,,,el,el huevo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el azúcar,sugar,,,el,el azúcar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el baile,dance,,,el,el baile,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,deportivo,"sporty, sports",,,,deportivo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la sed,thirst,,,la,la sed,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la dieta,diet,,,la,la dieta,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la cena,"dinner, evening meal",,,la,la cena,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la grasa,"fat, grease",,,la,la grasa,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la bebida,drink,,,la,la bebida,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la naranja,orange (fruit),,,la,la naranja,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,cenar,"(to) have dinner, tea (evening meal) | having dinner, tea (evening meal)",,,,cenar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la manzana,apple,,,la,la manzana,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el desayuno,breakfast,,,el,el desayuno,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el pescado,fish,,,el,el pescado,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el pollo,chicken,,,el,el pollo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,nadar,(to) swim | swimming,,,,nadar,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,v,entrenar; entrenarse,"(to) train | training; (to) train, go training | training, going training",,,,entrenar; entrenarse,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la sal,salt,,,la,la sal,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el estrés,stress,,,el,el estrés,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la verdura,vegetable,,,la,la verdura,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el tomate,tomato,,,el,el tomate,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el baloncesto,basketball,,,el,el baloncesto,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el bocadillo,sandwich,,,el,el bocadillo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el caramelo,sweet,,,el,el caramelo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la ensalada,salad,,,la,la ensalada,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,equilibrado,balanced,,,,equilibrado,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el gimnasio,gym,,,el,el gimnasio,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la hamburguesa,burger,,,la,la hamburguesa,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el jamón,ham,,,el,el jamón,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la uva,grape,,,la,la uva,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,vegano,vegan,,,,vegano,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,adj,vegetariano,vegetarian,,,,vegetariano,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,mwp,patatas fritas,"chips, fries",,,,patatas fritas,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,mwp,estar en forma,to be fit,,,,estar en forma,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,mwp,dar un paseo,"(to) go for a walk, stroll | going for a walk, stroll",,,,dar un paseo,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),la paella,paella (dish usually of rice and seafood),,,la,la paella,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (fpl),tapas,"small dishes of food, bar snacks",,,,tapas,,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (f),"la bicicleta, bici","bicycle, bike",,,la,"la bicicleta, bici",,,AQA,People and lifestyle,Healthy living and lifestyle,both,
es,n (m),el animal,animal,,,el,el animal,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,gay,gay,,,,gay,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el nombre,name,,,el,el nombre,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,grande,"big, large (m, f) (post-noun)",,,,grande,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,pasar,"(to) pass, spend (time), happen I  passing, spending (time), happening",,,,pasar,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,parecer; parecerse a,(to) seem I seeming; (to) look like | looking like,,,,parecer; parecerse a,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el hombre,man,,,el,el hombre,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la mujer,"woman, wife",,,la,la mujer,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,llamar; llamarse,"(to) call, name | calling, naming; (to) be called | being called",,,,llamar; llamarse,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,conocer,"(to) know (person, place), meet (for the first time) | knowing (person, place), meeting (for the first time)",,,,conocer,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el hijo,"son, child (m)",,,el,el hijo,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el padre; padres,father; parents,,,el,el padre; padres,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el ojo,eye,,,el,el ojo,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el niño,"child, little boy",,,el,el niño,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,pequeño,"little, small, young",,,,pequeño,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el amigo,friend,,,el,el amigo,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,morir,(to) die | dying,,,,morir,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,permitir; permitirse,"(to) allow, permit | allowing, permitting; (to) afford | affording",,,,permitir; permitirse,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la madre,mother,,,la,la madre,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,entender; entenderse,(to) understand | understanding; (to) get on | getting on,,,,entender; entenderse,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la familia,family,,,la,la familia,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,español,Spanish,,,,español,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la relación,relationship,,,la,la relación,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el amor,love,,,el,el amor,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,largo,long,,,,largo,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,negro,black,,,,negro,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el hermano,brother,,,el,el hermano,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,blanco,white,,,,blanco,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el papel,"paper, role, part",,,el,el papel,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,rico,"rich, wealthy, tasty",,,,rico,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,joven,young,,,,joven,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la escuela,(primary) school,,,la,la escuela,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,nacer,(to) be born | being born,,,,nacer,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,fuerte,strong,,,,fuerte,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,menor,"younger, youngest",,,,menor,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,pobre,"poor, unfortunate (pre-noun), without money (post-noun)",,,,pobre,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,rojo,red,,,,rojo,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el miembro,member,,,el,el miembro,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m/f),compañero,"classmate, group member, colleague, companion",,,,compañero,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,francés,French,,,,francés,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,inglés,English,,,,inglés,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la niña,"child, young girl",,,la,la niña,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la compañía,company,,,la,la compañía,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,responsable,responsible,,,,responsable,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,casarse,(to) get married| getting married,,,,casarse,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,apoyar,(to) support | supporting,,,,apoyar,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,gritar,(to) shout | shouting,,,,gritar,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,físico,physical,,,,físico,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,cubano,Cuban,,,,cubano,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,europeo,European,,,,europeo,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,romper,(to) break | breaking,,,,romper,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,duro,"hard, resilient",,,,duro,,,AQA,People and lifestyle,Identity and relationships,both,
es,v,cuidar,(to) take care of | taking care of,,,,cuidar,,,AQA,People and lifestyle,Identity and relationships,both,
es,adj,alemán,German,,,,alemán,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el extranjero,"abroad, foreigner (m)",,,el,el extranjero,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la hija,"daughter, child (f)",,,la,la hija,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m),el recuerdo,"memory, souvenir",,,el,el recuerdo,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (f),la abuela,grandmother,,,la,la abuela,,,AQA,People and lifestyle,Identity and relationships,both,
es,n (m/f),estudiante,student,,,,estudiante,,,AQA,People and lifestyle,Identity and relationships,both,
