word,translation,language,category,subcategory,part_of_speech,difficulty_level,curriculum_level,example_sentence,example_translation,phonetic,gender,irregular_forms,synonyms,antonyms,tags,article,base_word,,_20
chemisier,blouse,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Son chemisier est joli.,Her blouse is pretty.,/ʃə.mi.zje/,m,,,chemise,nu,clothing,le,,
t-shirt,t-shirt,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mon t-shirt est confortable.,My t-shirt is comfortable.,/ti ʃœʁt/,m,,,maillot,costume,clothing,le,,
pull,sweater,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ce pull est chaud.,This sweater is warm.,/pyl/,m,,,pullover,débardeur,clothing,le,,
pullover,pullover,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,J'aime ton pullover.,I like your pullover.,/pyl.o.vɛʁ/,m,,,pull,débardeur,clothing,le,,
sweat,sweatshirt,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mon sweat est gris.,My sweatshirt is gray.,/swit/,m,,,pull,chemise,clothing,le,,
cardigan,cardigan,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Elle porte un cardigan violet.,She wears a purple cardigan.,/kaʁ.di.ɡan/,m,,,gilet,nu,clothing,le,,
gilet,vest/waistcoat,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le gilet complète le costume.,The vest completes the suit.,/ʒi.lɛ/,m,,,cardigan,nu,clothing,le,,
veste,jacket,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ma veste est en cuir.,My jacket is leather.,/vɛst/,f,,,blouson,nu,clothing,la,,
blouson,jacket,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Son blouson est décontracté.,His jacket is casual.,/blu.zɔ̃/,m,,,veste,nu,clothing,le,,
manteau,coat,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il fait froid sans manteau.,It's cold without a coat.,/mɑ̃.to/,m,,,pardessus,nu,clothing,le,,
pardessus,overcoat,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le pardessus est élégant.,The overcoat is elegant.,/paʁ.də.sy/,m,,,manteau,nu,clothing,le,,
imperméable,raincoat,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,L'imperméable me protège de la pluie.,The raincoat protects me from rain.,/ɛ̃.pɛʁ.me.abl/,m,,,manteau,nu,clothing,l',,
pantalon,pants/trousers,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ce pantalon me va bien.,These pants fit me well.,/pɑ̃.ta.lɔ̃/,m,,,jean,nu,clothing,le,,
jean,jeans,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mon jean préféré est bleu.,My favorite jeans are blue.,/dʒin/,m,,,pantalon,costume,clothing,le,,
short,shorts,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il fait chaud pour un short.,It's hot enough for shorts.,/ʃɔʁt/,m,,,bermuda,pantalon,clothing,le,,
bermuda,bermuda shorts,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le bermuda est pratique en été.,Bermuda shorts are practical in summer.,/bɛʁ.my.da/,m,,,short,pantalon,clothing,le,,
jupe,skirt,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Cette jupe est courte.,This skirt is short.,/ʒyp/,f,,,robe,pantalon,clothing,la,,
robe,dress,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Sa robe est magnifique.,Her dress is magnificent.,/ʁɔb/,f,,,jupe,pantalon,clothing,la,,
costume,suit,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il porte un costume pour le travail.,He wears a suit for work.,/kɔs.tym/,m,,,complet,décontracté,clothing,le,,
tailleur,women's suit,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Son tailleur est professionnel.,Her suit is professional.,/ta.jœʁ/,m,,,ensemble,décontracté,clothing,le,,
smoking,tuxedo,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il porte un smoking au mariage.,He wears a tuxedo at the wedding.,/smo.kiŋ/,m,,,costume,décontracté,clothing,le,,
cravate,tie,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Sa cravate est rayée.,His tie is striped.,/kʁa.vat/,f,,,nœud papillon,nu,accessory,la,,
nœud papillon,bow tie,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le nœud papillon est chic.,The bow tie is chic.,/nø pa.pi.jɔ̃/,m,,,cravate,nu,accessory,le,,
écharpe,scarf,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,L'écharpe me tient chaud.,The scarf keeps me warm.,/e.ʃaʁp/,f,,,foulard,nu,accessory,l',,
foulard,scarf,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ce foulard est en soie.,This scarf is silk.,/fu.laʁ/,m,,,écharpe,nu,accessory,le,,
chapeau,hat,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ce chapeau vous va bien.,This hat suits you well.,/ʃa.po/,m,,,casquette,nu,accessory,le,,
casquette,cap,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il porte une casquette de baseball.,He wears a baseball cap.,/kas.kɛt/,f,,,bonnet,nu,accessory,la,,
bonnet,beanie/hat,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le bonnet protège du froid.,The beanie protects from cold.,/bo.nɛ/,m,,,casquette,nu,accessory,le,,
béret,beret,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le béret est typiquement français.,The beret is typically French.,/be.ʁɛ/,m,,,chapeau,nu,accessory,le,,
gant,glove,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mes gants sont en cuir.,My gloves are leather.,/ɡɑ̃/,m,,,mitaine,nu,accessory,le,,
mitaine,mitten,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Les mitaines gardent les mains chaudes.,Mittens keep hands warm.,/mi.tɛn/,f,,,gant,nu,accessory,la,,
ceinture,belt,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Cette ceinture est en cuir.,This belt is leather.,/sɛ̃.tyʁ/,f,,,bretelles,nu,accessory,la,,
bretelles,suspenders,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il porte des bretelles vintage.,He wears vintage suspenders.,/bʁə.tɛl/,f pl,,,ceinture,nu,accessory,les,,
sac,bag,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mon sac est plein.,My bag is full.,/sak/,m,,sac à main,poche,accessory,le,sac,,
sac à main,handbag,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Son sac à main est élégant.,Her handbag is elegant.,/sak‿a mɛ̃/,m,,,pochette,poche,accessory,le,,
portefeuille,wallet,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mon portefeuille est dans ma poche.,My wallet is in my pocket.,/pɔʁt.fœj/,m,,,porte-monnaie,poche,accessory,le,,
porte-monnaie,purse,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le porte-monnaie contient la monnaie.,The purse contains change.,/pɔʁt mo.nɛ/,m,,,portefeuille,poche,accessory,le,,
chaussure,shoe,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ces chaussures sont confortables.,These shoes are comfortable.,/ʃo.syʁ/,f,,,soulier,nu,footwear,la,,
soulier,shoe,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mes souliers sont cirés.,My shoes are polished.,/su.lje/,m,,,chaussure,nu,footwear,le,,
basket,sneaker,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mes baskets sont blanches.,My sneakers are white.,/bas.kɛt/,f,,,tennis,chaussure,footwear,la,,
tennis,tennis shoe,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Je cours avec mes tennis.,I run with my tennis shoes.,/te.nis/,f,,,basket,chaussure,footwear,la,,
botte,boot,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ses bottes sont imperméables.,His boots are waterproof.,/bɔt/,f,,,bottine,chaussure,footwear,la,,
bottine,ankle boot,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ces bottines sont à la mode.,These ankle boots are fashionable.,/bo.tin/,f,,,botte,chaussure,footwear,la,,
sandale,sandal,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Les sandales sont fraîches en été.,Sandals are cool in summer.,/sɑ̃.dal/,f,,,tong,botte,footwear,la,,
tong,flip-flop,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Je porte des tongs à la plage.,I wear flip-flops at the beach.,/tɔ̃ɡ/,f,,,sandale,botte,footwear,la,,
talon,heel,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ses chaussures ont des talons hauts.,Her shoes have high heels.,/ta.lɔ̃/,m,,,semelle,plat,footwear,le,,
semelle,sole,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,La semelle de ma chaussure s'use.,The sole of my shoe is wearing out.,/sə.mɛl/,f,,,talon,dessus,footwear,la,,
chaussette,sock,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mes chaussettes sont dépareillées.,My socks are mismatched.,/ʃo.sɛt/,f,,,bas,nu,undergarment,la,,
collant,tights,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Elle porte un collant noir.,She wears black tights.,/ko.lɑ̃/,m,,,bas,nu,undergarment,le,,
bas,stockings,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ses bas sont élégants.,Her stockings are elegant.,/ba/,m,,,collant,nu,undergarment,le,,
sous-vêtement,underwear,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il faut changer de sous-vêtements.,You need to change underwear.,/su vɛt.mɑ̃/,m,,,lingerie,nu,undergarment,le,,
slip,underwear/briefs,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ce slip est confortable.,These briefs are comfortable.,/slip/,m,,,caleçon,nu,undergarment,le,,
caleçon,boxers,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Son caleçon est en coton.,His boxers are cotton.,/kal.sɔ̃/,m,,,slip,nu,undergarment,le,,
culotte,panties,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Cette culotte est jolie.,These panties are pretty.,/ky.lɔt/,f,,,slip,nu,undergarment,la,,
soutien-gorge,bra,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ce soutien-gorge est confortable.,This bra is comfortable.,/su.tjɛ̃ ɡɔʁʒ/,m,,,bustier,nu,undergarment,le,,
pyjama,pajamas,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mon pyjama est en soie.,My pajamas are silk.,/pi.ʒa.ma/,m,,,chemise de nuit,vêtement,sleepwear,le,,
chemise de nuit,nightgown,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Sa chemise de nuit est blanche.,Her nightgown is white.,/ʃə.miz də nɥi/,f,,,pyjama,vêtement,sleepwear,la,,
robe de chambre,bathrobe,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il porte sa robe de chambre.,He wears his bathrobe.,/ʁɔb də ʃɑ̃bʁ/,f,,,peignoir,vêtement,sleepwear,la,,
peignoir,robe,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le peignoir absorbe l'eau.,The robe absorbs water.,/pɛ.ɲwaʁ/,m,,,robe de chambre,vêtement,sleepwear,le,,
maillot de bain,swimsuit,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mon maillot de bain sèche.,My swimsuit is drying.,/ma.jo də bɛ̃/,m,,,bikini,vêtement,sportswear,le,,
bikini,bikini,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Elle porte un bikini coloré.,She wears a colorful bikini.,/bi.ki.ni/,m,,,maillot de bain,vêtement,sportswear,le,,
short de bain,swim shorts,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ses shorts de bain sont bleus.,His swim shorts are blue.,/ʃɔʁt də bɛ̃/,m,,,maillot de bain,pantalon,sportswear,le,,
survêtement,tracksuit,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Le survêtement est pratique pour le sport.,The tracksuit is practical for sports.,/syʁ.vɛt.mɑ̃/,m,,,jogging,costume,sportswear,le,,
jogging,jogging suit,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il fait du jogging en jogging.,He jogs in a jogging suit.,/dʒo.ɡiŋ/,m,,,survêtement,costume,sportswear,le,,
taille,size,fr,clothes_shopping,shopping_phrases_prices,noun,beginner,KS3,Quelle est votre taille ?,What is your size?,/taj/,f,,,pointure,grandeur,measurement,la,,
pointure,shoe size,fr,clothes_shopping,shopping_phrases_prices,noun,beginner,KS3,Quelle pointure faites-vous ?,What shoe size are you?,/pwɛ̃.tyʁ/,f,,,taille,grandeur,measurement,la,,
petit,small,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Cette chemise est trop petite.,This shirt is too small.,/pə.ti/,m,,petite,grand,size,,petit,,
petite,small,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Cette robe est petite.,This dress is small.,/pə.tit/,f,,,grande,size,,petite,,
moyen,medium,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,La taille moyenne me va.,Medium size fits me.,/mwa.jɛ̃/,m,,moyenne,extrême,size,,moyen,,
moyenne,medium,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Cette taille moyenne convient.,This medium size is suitable.,/mwa.jɛn/,f,,,extrême,size,,moyenne,,
grand,large/big,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Ce pull est trop grand.,This sweater is too big.,/ɡʁɑ̃/,m,,grande,petit,size,,grand,,
grande,large/big,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Cette veste est grande.,This jacket is big.,/ɡʁɑ̃d/,f,,,petite,size,,grande,,
serré,tight,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Ce jean est serré.,These jeans are tight.,/sɛ.ʁe/,m,,serrée,lâche,fit,,serré,,
serrée,tight,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Cette jupe est serrée.,This skirt is tight.,/sɛ.ʁe/,f,,,lâche,fit,,serrée,,
large,loose/wide,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Ce pantalon est large.,These pants are loose.,/laʁʒ/,mf,,,étroit,fit,,large,,
étroit,narrow/tight,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Ce couloir est étroit.,This hallway is narrow.,/e.tʁwa/,m,,étroite,large,fit,,étroit,,
étroite,narrow/tight,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Cette rue est étroite.,This street is narrow.,/e.tʁwat/,f,,,large,fit,,étroite,,
long,long,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Cette robe est longue.,This dress is long.,/lɔ̃/,m,,longue,court,length,,long,,
longue,long,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Ses manches sont longues.,Her sleeves are long.,/lɔ̃ɡ/,f,,,courte,length,,longue,,
court,short,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Ce short est court.,These shorts are short.,/kuʁ/,m,,courte,long,length,,court,,
courte,short,fr,clothes_shopping,shopping_phrases_prices,adjective,beginner,KS3,Cette jupe est courte.,This skirt is short.,/kuʁt/,f,,,longue,length,,courte,,
essayer,to try on,fr,clothes_shopping,shopping_phrases_prices,verb,beginner,KS3,Je vais essayer cette robe.,I'm going to try on this dress.,/e.sɛ.je/,,,tester,abandonner,action,,essayer,,
porter,to wear,fr,clothes_shopping,shopping_phrases_prices,verb,beginner,KS3,Elle porte une belle robe.,She wears a beautiful dress.,/pɔʁ.te/,,,mettre,enlever,action,,porter,,
mettre,to put on,fr,clothes_shopping,shopping_phrases_prices,verb,beginner,KS3,Je mets mon manteau.,I put on my coat.,/mɛtʁ/,,mets/met/mettons/mettez/mettent,porter,enlever,action,,mettre,,
enlever,to take off,fr,clothes_shopping,shopping_phrases_prices,verb,beginner,KS3,Il enlève sa veste.,He takes off his jacket.,/ɑ̃l.ve/,,,ôter,mettre,action,,enlever,,
aller bien,to fit/suit,fr,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,Cette couleur vous va bien.,This color suits you well.,/a.le bjɛ̃/,,,convenir,aller mal,fit,,aller bien,,
esquiar,skier,fr,holidays_travel_culture,holiday_activities,verb,beginner,KS3,J'aime skier en hiver.,I like to ski in winter.,/skje/,,,,activity,,skier,,,
hace sol,il fait soleil,fr,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,Aujourd'hui il fait soleil.,It's sunny today.,/il fɛ sɔlɛj/,,,,weather,,il fait soleil,,,
hace frío,il fait froid,fr,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,En hiver il fait froid.,It's cold in winter.,/il fɛ fʁwa/,,,,weather,,il fait froid,,,
llueve,il pleut,fr,holidays_travel_culture,weather_seasons,verb,beginner,KS3,Aujourd'hui il pleut beaucoup.,It's raining a lot today.,/il plø/,,,,weather,,il pleut,,,
nieva,il neige,fr,holidays_travel_culture,weather_seasons,verb,beginner,KS3,En janvier il neige.,It snows in January.,/il nɛʒ/,,,,weather,,il neige,,,
hay niebla,il y a du brouillard,fr,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,Il y a du brouillard le matin.,It's foggy in the morning.,/il i a dy bʁujaʁ/,,,,weather,,il y a du brouillard,,,
está nublado,le ciel est nuageux,fr,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,Le ciel est nuageux.,The sky is cloudy.,/lə sjɛl ɛ nɥaʒø/,,,,weather,,le ciel est nuageux,,,
hace viento,il y a du vent,fr,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,Il y a du vent sur la côte.,It's windy on the coast.,/il i a dy vɑ̃/,,,,weather,,il y a du vent,,,
tormenta,tempête,fr,holidays_travel_culture,weather_seasons,noun,beginner,KS3,Il y a une tempête ce soir.,There is a storm tonight.,/tɑ̃pɛt/,f,,,,weather,la,tempête,,
verano,été,fr,holidays_travel_culture,weather_seasons,noun,beginner,KS3,L'été est chaud.,Summer is hot.,/ete/,m,,,,season,l',été,,
invierno,hiver,fr,holidays_travel_culture,weather_seasons,noun,beginner,KS3,L'hiver est froid.,Winter is cold.,/ivɛʁ/,m,,,,season,l',hiver,,
primavera,printemps,fr,holidays_travel_culture,weather_seasons,noun,beginner,KS3,Le printemps est beau.,Spring is beautiful.,/pʁɛ̃tɑ̃/,m,,,,season,le,printemps,,
otoño,automne,fr,holidays_travel_culture,weather_seasons,noun,beginner,KS3,L'automne est venteux.,Autumn is windy.,/otɔn/,m,,,,season,l',automne,,
graniza,il grêle,fr,holidays_travel_culture,weather_seasons,verb,beginner,KS3,Aujourd'hui il grêle.,It's hailing today.,/il gʁɛl/,,,,weather,,il grêle,,,
Jour des Morts,Day of the Dead,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La Toussaint est célébrée en France.,All Saints' Day is celebrated in France.,/la tusɛ̃/,f,,,,tradition,la,Toussaint,,
Semaine Sainte, Holy Week,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La Semaine Sainte est une tradition importante.,Holy Week is an important tradition.,/səmɛn sɛ̃t/,f,,,,tradition,la,Semaine Sainte,,
Fête de la Musique,Music Festival,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La Fête de la Musique est populaire en France.,The Music Festival is popular in France.,/fɛt də la myzik/,f,,,,tradition,la,Fête de la Musique,,
Carnaval,Carnaval,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Le Carnaval est célébré dans plusieurs villes.,Carnival is celebrated in many cities.,/kaʁnaval/,m,,,,tradition,le,Carnaval,,
Foire de Paris,Paris Fair,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La Foire de Paris a lieu chaque année.,The Paris Fair takes place every year.,/fwaʁ də paʁi/,f,,,,tradition,la,Foire de Paris,,
Fête des Lumières,Festival of Lights,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La Fête des Lumières est célèbre à Lyon.,The Festival of Lights is famous in Lyon.,/fɛt de lymjɛʁ/,f,,,,tradition,la,Fête des Lumières,,
Fête Nationale,Bastille Day,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La Fête Nationale est le 14 juillet.,Bastille Day is on July 14th.,/fɛt nasjɔnal/,f,,,,tradition,la,Fête Nationale,,
anniversaire,birthday,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Aujourd'hui c'est mon anniversaire.,Today is my birthday.,/anivɛʁsɛʁ/,m,,,,celebration,l',anniversaire,,
mariage,wedding,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Le mariage est samedi.,The wedding is on Saturday.,/maʁjaʒ/,m,,,,celebration,le,mariage,,
Noël,Christmas,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Noël est en décembre.,Christmas is in December.,/nɔɛl/,m,,,,celebration,,Noël,,
Nouvel An,New Year,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Le Nouvel An est célébré en janvier.,New Year is celebrated in January.,/nuvel ɑ̃/,m,,,,celebration,le,Nouvel An,,
fête,party,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Il y a une fête ce soir.,There is a party tonight.,/fɛt/,f,,,,celebration,la,fête,,
défilé,parade,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Le défilé est coloré.,The parade is colorful.,/defile/,m,,,,celebration,le,défilé,,
carnaval,carnival,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Le carnaval est une fête populaire.,Carnival is a popular festival.,/kaʁnaval/,m,,,,celebration,le,carnaval,,
festival de musique,music festival,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Le festival de musique est en été.,The music festival is in summer.,/festival də myzik/,m,,,,celebration,le,festival de musique,,
graduation,graduation,fr,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La remise des diplômes est en juin.,Graduation is in June.,/ʁəmiz de diplom/,f,,,,celebration,la,remise des diplômes,,
chien,dog,fr,nature_environment,animals,noun,beginner,KS3,Le chien est un animal fidèle.,The dog is a loyal animal.,/ʃjɛ̃/,m,,,,animal,le,chien,,
chat,cat,fr,nature_environment,animals,noun,beginner,KS3,Le chat dort beaucoup.,The cat sleeps a lot.,/ʃa/,m,,,,animal,le,chat,,
oiseau,bird,fr,nature_environment,animals,noun,beginner,KS3,L'oiseau chante dans l'arbre.,The bird sings in the tree.,/wazo/,m,,,,animal,l',oiseau,,
cheval,horse,fr,nature_environment,animals,noun,beginner,KS3,Le cheval court vite.,The horse runs fast.,/ʃəval/,m,,,,animal,le,cheval,,
vache,cow,fr,nature_environment,animals,noun,beginner,KS3,La vache donne du lait.,The cow gives milk.,/vaʃ/,f,,,,animal,la,vache,,
brebis,sheep,fr,nature_environment,animals,noun,beginner,KS3,La brebis a de la laine.,The sheep has wool.,/bʁəbi/,f,,,,animal,la,brebis,,
éléphant,elephant,fr,nature_environment,animals,noun,beginner,KS3,L'éléphant est très grand.,The elephant is very big.,/elɛfɑ̃/,m,,,,animal,l',éléphant,,
lion,lion,fr,nature_environment,animals,noun,beginner,KS3,Le lion est le roi de la jungle.,The lion is the king of the jungle.,/ljɔ̃/,m,,,,animal,le,lion,,
tortue,turtle,fr,nature_environment,animals,noun,beginner,KS3,La tortue est lente.,The turtle is slow.,/tɔʁty/,f,,,,animal,la,tortue,,
poisson,fish,fr,nature_environment,animals,noun,beginner,KS3,Le poisson nage dans l'eau.,The fish swims in the water.,/pwasɔ̃/,m,,,,animal,le,poisson,,
arbre,tree,fr,nature_environment,plants,noun,beginner,KS3,L'arbre a des feuilles vertes.,The tree has green leaves.,/aʁbʁ/,m,,,,plant,l',arbre,,
fleur,flower,fr,nature_environment,plants,noun,beginner,KS3,La fleur est belle.,The flower is beautiful.,/flœʁ/,f,,,,plant,la,fleur,,
herbe,grass,fr,nature_environment,plants,noun,beginner,KS3,L'herbe est verte.,The grass is green.,/ɛʁb/,f,,,,plant,l',herbe,,
feuille,leaf,fr,nature_environment,plants,noun,beginner,KS3,La feuille tombe en automne.,The leaf falls in autumn.,/fœj/,f,,,,plant,la,feuille,,
cactus,cactus,fr,nature_environment,plants,noun,beginner,KS3,Le cactus pousse dans le désert.,The cactus grows in the desert.,/kaktus/,m,,,,plant,le,cactus,,
buisson,bush,fr,nature_environment,plants,noun,beginner,KS3,Le buisson est bas.,The bush is short.,/bɥisɔ̃/,m,,,,plant,le,buisson,,
rose,rose,fr,nature_environment,plants,noun,beginner,KS3,La rose est une fleur populaire.,The rose is a popular flower.,/ʁoz/,f,,,,plant,la,rose,,
pin,pine tree,fr,nature_environment,plants,noun,beginner,KS3,Le pin est un arbre haut.,The pine is a tall tree.,/pɛ̃/,m,,,,plant,le,pin,,
plante,plant,fr,nature_environment,plants,noun,beginner,KS3,La plante a besoin d'eau.,The plant needs water.,/plɑ̃t/,f,,,,plant,la,plante,,
gazon,lawn,fr,nature_environment,plants,noun,beginner,KS3,Le gazon est bien entretenu.,The lawn is well maintained.,/gazɔ̃/,m,,,,plant,le,gazon,,
pollution,pollution,fr,nature_environment,environmental_problems,noun,beginner,KS3,La pollution affecte l'air.,Pollution affects the air.,/pɔlysjɔ̃/,f,,,,environment,la,pollution,,
ordures,trash,fr,nature_environment,environmental_problems,noun,beginner,KS3,Il y a beaucoup d'ordures dans la rue.,There is a lot of trash in the street.,/ɔʁdyʁ/,f pl,,,,environment,les,ordures,,
déforestation,deforestation,fr,nature_environment,environmental_problems,noun,beginner,KS3,La déforestation détruit les forêts.,Deforestation destroys forests.,/defɔʁɛstasjɔ̃/,f,,,,environment,la,déforestation,,
réchauffement climatique,global warming,fr,nature_environment,environmental_problems,noun,beginner,KS3,Le réchauffement climatique est un problème.,Global warming is a problem.,/ʁeʃofmɑ̃ klimatik/,m,,,,environment,le,réchauffement climatique,,
changement climatique,climate change,fr,nature_environment,environmental_problems,noun,beginner,KS3,Le changement climatique affecte tout le monde.,Climate change affects everyone.,/ʃɑ̃ʒmɑ̃ klimatik/,m,,,,environment,le,changement climatique,,
recyclage,recycling,fr,nature_environment,environmental_problems,noun,beginner,KS3,Le recyclage aide la planète.,Recycling helps the planet.,/ʁəsiklaʒ/,m,,,,environment,le,recyclage,,
énergie renouvelable,renewable energy,fr,nature_environment,environmental_problems,noun,beginner,KS3,L'énergie renouvelable est importante.,Renewable energy is important.,/enaʁʒi ʁənuvlabl/,f,,,,environment,l',énergie renouvelable,,
smog,smog,fr,nature_environment,environmental_problems,noun,beginner,KS3,Le smog est dangereux pour la santé.,Smog is dangerous for health.,/smɔg/,m,,,,environment,le,smog,,
inondation,flood,fr,nature_environment,environmental_problems,noun,beginner,KS3,L'inondation a endommagé la ville.,The flood damaged the city.,/inɔ̃dasjɔ̃/,f,,,,environment,l',inondation,,
sécheresse,drought,fr,nature_environment,environmental_problems,noun,beginner,KS3,La sécheresse affecte les cultures.,The drought affects crops.,/seʃʁɛs/,f,,,,environment,la,sécheresse,,
pauvreté,poverty,fr,social_global_issues,social_issues,noun,intermediate,KS4,La pauvreté est un problème mondial.,Poverty is a global problem.,/povʁete/,f,,,,issue,la,pauvreté,,
inégalité,inequality,fr,social_global_issues,social_issues,noun,intermediate,KS4,L'inégalité sociale est injuste.,Social inequality is unfair.,/inegalite/,f,,,,issue,l',inégalité,,
discrimination,discrimination,fr,social_global_issues,social_issues,noun,intermediate,KS4,La discrimination doit cesser.,Discrimination must end.,/diskʁiminasjɔ̃/,f,,,,issue,la,discrimination,,
violence,violence,fr,social_global_issues,social_issues,noun,intermediate,KS4,La violence affecte la société.,Violence affects society.,/vjɔlɑ̃s/,f,,,,issue,la,violence,,
